"Question,OptionA,OptionB,OptionC,OptionD,OptionE,Correct Answer,Difficulty"
"Find the SYNONYMS: (FORK HAT EQUIP) | (FURNISH KNIFE CAP),EQUIP-FURNISH,HAT-CAP,FORK-KNIFE,EQUIP-CAP,HAT-FURNISH,EQUIP-FURNISH,Level 3"
"Find the ANTONYMS: (KING CUP FROWN) | (SMILE QUEEN PLATE),FROWN-SMILE,CUP-PLATE,KING-QUEEN,FROWN-PLATE,CUP-SMILE,FROWN-SMILE,Level 2"
"Find the SYNONYMS: (SHIRT RADIO ERROR) | (MISTAKE CLOTHES SOUND),ERROR-MISTAKE,RADIO-SOUND,SHIRT-CLOTHES,ERROR-SOUND,RADIO-MISTAKE,ERROR-MISTAKE,Level 1"
"Find the ANTONYMS: (SOFA BED FRUGAL) | (WASTEFUL CHAIR SLEEP),FRUGAL-WASTEFUL,BED-SLEEP,SOFA-CHAIR,FRUGAL-SLEEP,BED-WASTEFUL,FRUGAL-WASTEFUL,Level 3"
"Find the SYNONYMS: (PAPER TREE ESCAPE) | (FLEE PEN LEAF),ESCAPE-FLEE,TREE-LEAF,PAPER-PEN,ESCAPE-PEN,PAPER-FLEE,ESCAPE-FLEE,Level 2"
"Find the ANTONYMS: (PENCIL FORK FRUITFUL) | (BARREN KNIFE WRITE),FRUITFUL-BARREN,FORK-KNIFE,PENCIL-WRITE,FRUITFUL-KNIFE,FORK-BARREN,FRUITFUL-BARREN,Level 3"
"Find the SYNONYMS: (DESK PIG ESSENTIAL) | (NECESSARY ANIMAL CHAIR),ESSENTIAL-NECESSARY,PIG-ANIMAL,DESK-CHAIR,ESSENTIAL-ANIMAL,PIG-NECESSARY,ESSENTIAL-NECESSARY,Level 2"
"Find the ANTONYMS: (HAT KING FULL) | (EMPTY CAP QUEEN),FULL-EMPTY,KING-QUEEN,HAT-CAP,FULL-CAP,HAT-EMPTY,FULL-EMPTY,Level 1"
"Find the SYNONYMS: (CUP BED ESTABLISH) | (FOUND SLEEP PLATE),ESTABLISH-FOUND,BED-SLEEP,CUP-PLATE,ESTABLISH-SLEEP,BED-FOUND,ESTABLISH-FOUND,Level 2"
"Find the ANTONYMS: (SHIRT RADIO FUN) | (BOREDOM CLOTHES SOUND),FUN-BOREDOM,RADIO-SOUND,SHIRT-CLOTHES,FUN-SOUND,RADIO-BOREDOM,FUN-BOREDOM,Level 2"
"Find the SYNONYMS: (SOFA FORK ESTEEM) | (RESPECT KNIFE CHAIR),ESTEEM-RESPECT,FORK-KNIFE,SOFA-CHAIR,ESTEEM-KNIFE,FORK-RESPECT,ESTEEM-RESPECT,Level 3"
"Find the ANTONYMS: (PAPER TREE FUNNY) | (SERIOUS PEN LEAF),FUNNY-SERIOUS,TREE-LEAF,PAPER-PEN,FUNNY-PEN,PAPER-SERIOUS,FUNNY-SERIOUS,Level 2"
"Find the SYNONYMS: (PENCIL HAT ETERNAL) | (ENDLESS WRITE CAP),ETERNAL-ENDLESS,HAT-CAP,PENCIL-WRITE,ETERNAL-CAP,HAT-ENDLESS,ETERNAL-ENDLESS,Level 3"
"Find the ANTONYMS: (DESK PIG FURIOUS) | (CALM ANIMAL CHAIR),FURIOUS-CALM,PIG-ANIMAL,DESK-CHAIR,FURIOUS-ANIMAL,PIG-CALM,FURIOUS-CALM,Level 2"
"Find the SYNONYMS: (BED KING EVADE) | (AVOID SLEEP QUEEN),EVADE-AVOID,KING-QUEEN,BED-SLEEP,EVADE-QUEEN,KING-AVOID,EVADE-AVOID,Level 2"
"Find the ANTONYMS: (CUP RADIO FUTURE) | (PAST PLATE SOUND),FUTURE-PAST,RADIO-SOUND,CUP-PLATE,FUTURE-SOUND,RADIO-PAST,FUTURE-PAST,Level 2"
"Find the SYNONYMS: (SHIRT FORK EVENT) | (INCIDENT CLOTHES KNIFE),EVENT-INCIDENT,FORK-KNIFE,SHIRT-CLOTHES,EVENT-KNIFE,FORK-INCIDENT,EVENT-INCIDENT,Level 2"
"Find the ANTONYMS: (SOFA HAT GAIN) | (LOSE CAP CHAIR),GAIN-LOSE,HAT-CAP,SOFA-CHAIR,GAIN-CAP,HAT-LOSE,GAIN-LOSE,Level 2"
"Find the SYNONYMS: (PAPER TREE EVIDENT) | (OBVIOUS LEAF PEN),EVIDENT-OBVIOUS,TREE-LEAF,PAPER-PEN,EVIDENT-PEN,PAPER-OBVIOUS,EVIDENT-OBVIOUS,Level 2"
"Find the ANTONYMS: (PENCIL BED GALLANT) | (COWARDLY WRITE SLEEP),GALLANT-COWARDLY,BED-SLEEP,PENCIL-WRITE,GALLANT-SLEEP,BED-COWARDLY,GALLANT-COWARDLY,Level 3"
"Find the SYNONYMS: (DESK PIG EVIL) | (WICKED ANIMAL CHAIR),EVIL-WICKED,PIG-ANIMAL,DESK-CHAIR,EVIL-ANIMAL,PIG-WICKED,EVIL-WICKED,Level 2"
"Find the ANTONYMS: (KING CUP GATHER) | (SCATTER PLATE QUEEN),GATHER-SCATTER,CUP-PLATE,KING-QUEEN,GATHER-PLATE,CUP-SCATTER,GATHER-SCATTER,Level 2"
"Find the SYNONYMS: (RADIO HAT EXACT) | (PRECISE CAP SOUND),EXACT-PRECISE,HAT-CAP,RADIO-SOUND,EXACT-CAP,HAT-PRECISE,EXACT-PRECISE,Level 2"
"Find the ANTONYMS: (SHIRT FORK GAUDY) | (PLAIN KNIFE CLOTHES),GAUDY-PLAIN,FORK-KNIFE,SHIRT-CLOTHES,GAUDY-KNIFE,FORK-PLAIN,GAUDY-PLAIN,Level 3"
"Find the SYNONYMS: (SOFA BED EXAGGERATE) | (OVERSTATE SLEEP CHAIR),EXAGGERATE-OVERSTATE,BED-SLEEP,SOFA-CHAIR,EXAGGERATE-CHAIR,SOFA-OVERSTATE,EXAGGERATE-OVERSTATE,Level 3"
"Find the ANTONYMS: (PAPER TREE GAY) | (SAD PEN LEAF),GAY-SAD,TREE-LEAF,PAPER-PEN,GAY-PEN,PAPER-SAD,GAY-SAD,Level 2"
"Find the SYNONYMS: (PENCIL KING EXAMINE) | (INSPECT WRITE QUEEN),EXAMINE-INSPECT,KING-QUEEN,PENCIL-WRITE,EXAMINE-QUEEN,KING-INSPECT,EXAMINE-INSPECT,Level 2"
"Find the ANTONYMS: (DESK PIG GENERAL) | (PARTICULAR ANIMAL CHAIR),GENERAL-PARTICULAR,PIG-ANIMAL,DESK-CHAIR,GENERAL-ANIMAL,PIG-PARTICULAR,GENERAL-PARTICULAR,Level 2"
"Find the SYNONYMS: (CUP RADIO EXAMPLE) | (INSTANCE PLATE SOUND),EXAMPLE-INSTANCE,RADIO-SOUND,CUP-PLATE,EXAMPLE-SOUND,RADIO-INSTANCE,EXAMPLE-INSTANCE,Level 2"
"Find the ANTONYMS: (HAT FORK GENEROUS) | (STINGY KNIFE CAP),GENEROUS-STINGY,FORK-KNIFE,HAT-CAP,GENEROUS-KNIFE,FORK-STINGY,GENEROUS-STINGY,Level 2"
"Find the SYNONYMS: (SHIRT BED EXCELLENT) | (GOOD CLOTHES SLEEP),EXCELLENT-GOOD,BED-SLEEP,SHIRT-CLOTHES,EXCELLENT-SLEEP,BED-GOOD,EXCELLENT-GOOD,Level 1"
"Find the ANTONYMS: (SOFA TREE GENTLE) | (ROUGH LEAF CHAIR),GENTLE-ROUGH,TREE-LEAF,SOFA-CHAIR,GENTLE-CHAIR,SOFA-ROUGH,GENTLE-ROUGH,Level 2"
"Find the SYNONYMS: (PAPER KING EXCEPT) | (EXCLUDING PEN QUEEN),EXCEPT-EXCLUDING,KING-QUEEN,PAPER-PEN,EXCEPT-QUEEN,KING-EXCLUDING,EXCEPT-EXCLUDING,Level 2"
"Find the ANTONYMS: (PENCIL CUP GENUINE) | (FAKE PLATE WRITE),GENUINE-FAKE,CUP-PLATE,PENCIL-WRITE,GENUINE-PLATE,CUP-FAKE,GENUINE-FAKE,Level 2"
"Find the SYNONYMS: (DESK RADIO EXCESS) | (SURPLUS CHAIR SOUND),EXCESS-SURPLUS,RADIO-SOUND,DESK-CHAIR,EXCESS-SOUND,RADIO-SURPLUS,EXCESS-SURPLUS,Level 2"
"Find the ANTONYMS: (PIG HAT GET) | (GIVE ANIMAL CAP),GET-GIVE,HAT-CAP,PIG-ANIMAL,GET-CAP,HAT-GIVE,GET-GIVE,Level 1"
"Find the SYNONYMS: (FORK BED EXCITE) | (AROUSE KNIFE SLEEP),EXCITE-AROUSE,BED-SLEEP,FORK-KNIFE,EXCITE-SLEEP,BED-AROUSE,EXCITE-AROUSE,Level 2"
"Find the ANTONYMS: (SHIRT TREE GIANT) | (DWARF CLOTHES LEAF),GIANT-DWARF,TREE-LEAF,SHIRT-CLOTHES,GIANT-CLOTHES,SHIRT-DWARF,GIANT-DWARF,Level 2"
"Find the SYNONYMS: (SOFA KING EXCLUDE) | (BAR CHAIR QUEEN),EXCLUDE-BAR,KING-QUEEN,SOFA-CHAIR,EXCLUDE-QUEEN,KING-BAR,EXCLUDE-BAR,Level 2"
"Find the ANTONYMS: (PAPER CUP GIRL) | (BOY PEN PLATE),GIRL-BOY,CUP-PLATE,PAPER-PEN,GIRL-PLATE,CUP-BOY,GIRL-BOY,Level 1"
"Find the SYNONYMS: (PENCIL RADIO EXCUSE) | (PARDON WRITE SOUND),EXCUSE-PARDON,RADIO-SOUND,PENCIL-WRITE,EXCUSE-SOUND,RADIO-PARDON,EXCUSE-PARDON,Level 2"
"Find the ANTONYMS: (DESK HAT GIVE) | (TAKE CHAIR CAP),GIVE-TAKE,HAT-CAP,DESK-CHAIR,GIVE-CAP,HAT-TAKE,GIVE-TAKE,Level 1"
"Find the SYNONYMS: (PIG BED EXECUTE) | (KILL ANIMAL SLEEP),EXECUTE-KILL,BED-SLEEP,PIG-ANIMAL,EXECUTE-SLEEP,BED-KILL,EXECUTE-KILL,Level 3"
"Find the ANTONYMS: (FORK TREE GLAD) | (SAD KNIFE LEAF),GLAD-SAD,TREE-LEAF,FORK-KNIFE,GLAD-KNIFE,FORK-SAD,GLAD-SAD,Level 1"
"Find the SYNONYMS: (SHIRT KING EXERCISE) | (PRACTICE QUEEN CLOTHES),EXERCISE-PRACTICE,KING-QUEEN,SHIRT-CLOTHES,EXERCISE-QUEEN,KING-PRACTICE,EXERCISE-PRACTICE,Level 2"
"Find the ANTONYMS: (SOFA CUP GLOOMY) | (CHEERFUL PLATE CHAIR),GLOOMY-CHEERFUL,CUP-PLATE,SOFA-CHAIR,GLOOMY-PLATE,CUP-CHEERFUL,GLOOMY-CHEERFUL,Level 2"
"Find the SYNONYMS: (PAPER RADIO EXHAUST) | (TIRE PEN SOUND),EXHAUST-TIRE,RADIO-SOUND,PAPER-PEN,EXHAUST-SOUND,RADIO-TIRE,EXHAUST-TIRE,Level 2"
"Find the ANTONYMS: (PENCIL HAT GLORY) | (SHAME CAP WRITE),GLORY-SHAME,HAT-CAP,PENCIL-WRITE,GLORY-CAP,HAT-SHAME,GLORY-SHAME,Level 3"
"Find the SYNONYMS: (DESK BED EXHIBIT) | (SHOW CHAIR SLEEP),EXHIBIT-SHOW,BED-SLEEP,DESK-CHAIR,EXHIBIT-SLEEP,BED-SHOW,EXHIBIT-SHOW,Level 2"
"Find the ANTONYMS: (PIG TREE GO) | (STOP LEAF ANIMAL),GO-STOP,TREE-LEAF,PIG-ANIMAL,GO-LEAF,TREE-STOP,GO-STOP,Level 1"
"Find the SYNONYMS: (FORK KING EXIST) | (LIVE KNIFE QUEEN),EXIST-LIVE,KING-QUEEN,FORK-KNIFE,EXIST-QUEEN,KING-LIVE,EXIST-LIVE,Level 2"
"Find the ANTONYMS: (SHIRT CUP GOOD) | (BAD CLOTHES PLATE),GOOD-BAD,CUP-PLATE,SHIRT-CLOTHES,GOOD-PLATE,CUP-BAD,GOOD-BAD,Level 1"
"Find the SYNONYMS: (SOFA RADIO EXPAND) | (GROW SOUND CHAIR),EXPAND-GROW,RADIO-SOUND,SOFA-CHAIR,EXPAND-SOUND,RADIO-GROW,EXPAND-GROW,Level 2"
"Find the ANTONYMS: (PAPER HAT GRACEFUL) | (CLUMSY PEN CAP),GRACEFUL-CLUMSY,HAT-CAP,PAPER-PEN,GRACEFUL-CAP,HAT-CLUMSY,GRACEFUL-CLUMSY,Level 2"
"Find the SYNONYMS: (PENCIL BED EXPECT) | (ANTICIPATE SLEEP WRITE),EXPECT-ANTICIPATE,BED-SLEEP,PENCIL-WRITE,EXPECT-SLEEP,BED-ANTICIPATE,EXPECT-ANTICIPATE,Level 2"
"Find the ANTONYMS: (DESK TREE GRADUAL) | (SUDDEN CHAIR LEAF),GRADUAL-SUDDEN,TREE-LEAF,DESK-CHAIR,GRADUAL-LEAF,TREE-SUDDEN,GRADUAL-SUDDEN,Level 3"
"Find the SYNONYMS: (PIG KING EXPENSIVE) | (COSTLY QUEEN ANIMAL),EXPENSIVE-COSTLY,KING-QUEEN,PIG-ANIMAL,EXPENSIVE-QUEEN,KING-COSTLY,EXPENSIVE-COSTLY,Level 2"
"Find the ANTONYMS: (FORK CUP GRAND) | (HUMBLE KNIFE PLATE),GRAND-HUMBLE,CUP-PLATE,FORK-KNIFE,GRAND-PLATE,CUP-HUMBLE,GRAND-HUMBLE,Level 3"
"Find the SYNONYMS: (SHIRT RADIO EXPERIENCE) | (SKILL SOUND CLOTHES),EXPERIENCE-SKILL,RADIO-SOUND,SHIRT-CLOTHES,EXPERIENCE-SOUND,RADIO-SKILL,EXPERIENCE-SKILL,Level 2"
"Find the ANTONYMS: (SOFA HAT GRANT) | (REFUSE CHAIR CAP),GRANT-REFUSE,HAT-CAP,SOFA-CHAIR,GRANT-CAP,HAT-REFUSE,GRANT-REFUSE,Level 2"
"Find the SYNONYMS: (PAPER BED EXPLAIN) | (CLARIFY PEN SLEEP),EXPLAIN-CLARIFY,BED-SLEEP,PAPER-PEN,EXPLAIN-SLEEP,BED-CLARIFY,EXPLAIN-CLARIFY,Level 2"
"Find the ANTONYMS: (PENCIL TREE GRATEFUL) | (UNGRATEFUL LEAF WRITE),GRATEFUL-UNGRATEFUL,TREE-LEAF,PENCIL-WRITE,GRATEFUL-LEAF,TREE-UNGRATEFUL,GRATEFUL-UNGRATEFUL,Level 2"
"Find the SYNONYMS: (DESK KING EXPLODE) | (BURST CHAIR QUEEN),EXPLODE-BURST,KING-QUEEN,DESK-CHAIR,EXPLODE-QUEEN,KING-BURST,EXPLODE-BURST,Level 2"
"Find the ANTONYMS: (PIG CUP GRAVE) | (GAY PLATE ANIMAL),GRAVE-GAY,CUP-PLATE,PIG-ANIMAL,GRAVE-PLATE,CUP-GAY,GRAVE-GAY,Level 3"
"Find the SYNONYMS: (FORK RADIO EXPOSE) | (REVEAL KNIFE SOUND),EXPOSE-REVEAL,RADIO-SOUND,FORK-KNIFE,EXPOSE-SOUND,RADIO-REVEAL,EXPOSE-REVEAL,Level 2"
"Find the ANTONYMS: (SHIRT HAT GREAT) | (SMALL CAP CLOTHES),GREAT-SMALL,HAT-CAP,SHIRT-CLOTHES,GREAT-CAP,HAT-SMALL,GREAT-SMALL,Level 1"
"Find the SYNONYMS: (SOFA BED EXPRESS) | (STATE SLEEP CHAIR),EXPRESS-STATE,BED-SLEEP,SOFA-CHAIR,EXPRESS-SLEEP,BED-STATE,EXPRESS-STATE,Level 2"
"Find the ANTONYMS: (PAPER TREE GREEDY) | (GENEROUS LEAF PEN),GREEDY-GENEROUS,TREE-LEAF,PAPER-PEN,GREEDY-LEAF,TREE-GENEROUS,GREEDY-GENEROUS,Level 2"
"Find the SYNONYMS: (PENCIL KING EXTEND) | (STRETCH WRITE QUEEN),EXTEND-STRETCH,KING-QUEEN,PENCIL-WRITE,EXTEND-QUEEN,KING-STRETCH,EXTEND-STRETCH,Level 2"
"Find the ANTONYMS: (DESK CUP GRIEF) | (JOY PLATE CHAIR),GRIEF-JOY,CUP-PLATE,DESK-CHAIR,GRIEF-PLATE,CUP-JOY,GRIEF-JOY,Level 2"
"Find the SYNONYMS: (PIG RADIO EXTERIOR) | (OUTSIDE ANIMAL SOUND),EXTERIOR-OUTSIDE,RADIO-SOUND,PIG-ANIMAL,EXTERIOR-SOUND,RADIO-OUTSIDE,EXTERIOR-OUTSIDE,Level 2"
"Find the ANTONYMS: (FORK HAT GRIM) | (PLEASANT KNIFE CAP),GRIM-PLEASANT,HAT-CAP,FORK-KNIFE,GRIM-CAP,HAT-PLEASANT,GRIM-PLEASANT,Level 2"
"Find the SYNONYMS: (SHIRT BED EXTERNAL) | (OUTER CLOTHES SLEEP),EXTERNAL-OUTER,BED-SLEEP,SHIRT-CLOTHES,EXTERNAL-SLEEP,BED-OUTER,EXTERNAL-OUTER,Level 2"
"Find the SYNONYMS: (SOFA TREE EXTINCT) | (DEAD CHAIR LEAF),EXTINCT-DEAD,TREE-LEAF,SOFA-CHAIR,EXTINCT-LEAF,TREE-DEAD,EXTINCT-DEAD,Level 2"
"Find the SYNONYMS: (PAPER KING EXTRA) | (ADDITIONAL PEN QUEEN),EXTRA-ADDITIONAL,KING-QUEEN,PAPER-PEN,EXTRA-QUEEN,KING-ADDITIONAL,EXTRA-ADDITIONAL,Level 2"
"Find the SYNONYMS: (PENCIL CUP EXTRAORDINARY) | (UNUSUAL PLATE WRITE),EXTRAORDINARY-UNUSUAL,CUP-PLATE,PENCIL-WRITE,EXTRAORDINARY-PLATE,CUP-UNUSUAL,EXTRAORDINARY-UNUSUAL,Level 3"
"Find the SYNONYMS: (DESK RADIO EXTRAVAGANT) | (WASTEFUL SOUND CHAIR),EXTRAVAGANT-WASTEFUL,RADIO-SOUND,DESK-CHAIR,EXTRAVAGANT-SOUND,RADIO-WASTEFUL,EXTRAVAGANT-WASTEFUL,Level 3"
"Find the SYNONYMS: (PIG HAT EXTREME) | (EXCESSIVE ANIMAL CAP),EXTREME-EXCESSIVE,HAT-CAP,PIG-ANIMAL,EXTREME-CAP,HAT-EXCESSIVE,EXTREME-EXCESSIVE,Level 2"
"Find the SYNONYMS: (FORK BED FABRICATE) | (INVENT KNIFE SLEEP),FABRICATE-INVENT,BED-SLEEP,FORK-KNIFE,FABRICATE-SLEEP,BED-INVENT,FABRICATE-INVENT,Level 3"
"Find the SYNONYMS: (SHIRT TREE FABULOUS) | (AMAZING CLOTHES LEAF),FABULOUS-AMAZING,TREE-LEAF,SHIRT-CLOTHES,FABULOUS-LEAF,TREE-AMAZING,FABULOUS-AMAZING,Level 3"
"Find the SYNONYMS: (SOFA KING FACE) | (CONFRONT QUEEN CHAIR),FACE-CONFRONT,KING-QUEEN,SOFA-CHAIR,FACE-QUEEN,KING-CONFRONT,FACE-CONFRONT,Level 2"
"Find the SYNONYMS: (PAPER CUP FACILITY) | (EASE PEN PLATE),FACILITY-EASE,CUP-PLATE,PAPER-PEN,FACILITY-PLATE,CUP-EASE,FACILITY-EASE,Level 2"
"Find the SYNONYMS: (PENCIL RADIO FACT) | (TRUTH SOUND WRITE),FACT-TRUTH,RADIO-SOUND,PENCIL-WRITE,FACT-SOUND,RADIO-TRUTH,FACT-TRUTH,Level 1"
"Find the SYNONYMS: (DESK HAT FADE) | (DIM CAP CHAIR),FADE-DIM,HAT-CAP,DESK-CHAIR,FADE-CAP,HAT-DIM,FADE-DIM,Level 2"
"Find the SYNONYMS: (PIG BED FAIL) | (FLOP SLEEP ANIMAL),FAIL-FLOP,BED-SLEEP,PIG-ANIMAL,FAIL-SLEEP,BED-FLOP,FAIL-FLOP,Level 2"
"Find the SYNONYMS: (FORK TREE FAIR) | (JUST KNIFE LEAF),FAIR-JUST,TREE-LEAF,FORK-KNIFE,FAIR-LEAF,TREE-JUST,FAIR-JUST,Level 1"
"Find the SYNONYMS: (SHIRT KING FAITH) | (TRUST CLOTHES QUEEN),FAITH-TRUST,KING-QUEEN,SHIRT-CLOTHES,FAITH-QUEEN,KING-TRUST,FAITH-TRUST,Level 2"
"Find the SYNONYMS: (SOFA CUP FAITHFUL) | (LOYAL CHAIR PLATE),FAITHFUL-LOYAL,CUP-PLATE,SOFA-CHAIR,FAITHFUL-PLATE,CUP-LOYAL,FAITHFUL-LOYAL,Level 2"
"Find the SYNONYMS: (PAPER RADIO FAKE) | (FALSE PEN SOUND),FAKE-FALSE,RADIO-SOUND,PAPER-PEN,FAKE-SOUND,RADIO-FALSE,FAKE-FALSE,Level 1"
"Find the SYNONYMS: (PENCIL HAT FALL) | (DROP CAP WRITE),FALL-DROP,HAT-CAP,PENCIL-WRITE,FALL-CAP,HAT-DROP,FALL-DROP,Level 1"
"Find the SYNONYMS: (DESK BED FALSE) | (UNTRUE SLEEP CHAIR),FALSE-UNTRUE,BED-SLEEP,DESK-CHAIR,FALSE-SLEEP,BED-UNTRUE,FALSE-UNTRUE,Level 2"
"Find the SYNONYMS: (PIG TREE FAME) | (RENOWN ANIMAL LEAF),FAME-RENOWN,TREE-LEAF,PIG-ANIMAL,FAME-LEAF,TREE-RENOWN,FAME-RENOWN,Level 3"
"Find the SYNONYMS: (FORK KING FAMILIAR) | (KNOWN KNIFE QUEEN),FAMILIAR-KNOWN,KING-QUEEN,FORK-KNIFE,FAMILIAR-QUEEN,KING-KNOWN,FAMILIAR-KNOWN,Level 2"
"Find the SYNONYMS: (SHIRT CUP FAMOUS) | (WELL-KNOWN CLOTHES PLATE),FAMOUS-WELL-KNOWN,CUP-PLATE,SHIRT-CLOTHES,FAMOUS-PLATE,CUP-WELL-KNOWN,FAMOUS-WELL-KNOWN,Level 2"
"Find the SYNONYMS: (SOFA RADIO FANCY) | (ORNATE CHAIR SOUND),FANCY-ORNATE,RADIO-SOUND,SOFA-CHAIR,FANCY-SOUND,RADIO-ORNATE,FANCY-ORNATE,Level 3"
"Find the SYNONYMS: (PAPER HAT FANTASTIC) | (GREAT PEN CAP),FANTASTIC-GREAT,HAT-CAP,PAPER-PEN,FANTASTIC-CAP,HAT-GREAT,FANTASTIC-GREAT,Level 2"
"Find the SYNONYMS: (PENCIL BED FAR) | (DISTANT SLEEP WRITE),FAR-DISTANT,BED-SLEEP,PENCIL-WRITE,FAR-SLEEP,BED-DISTANT,FAR-DISTANT,Level 1"
"Find the SYNONYMS: (DESK TREE FASCINATE) | (CHARM LEAF CHAIR),FASCINATE-CHARM,TREE-LEAF,DESK-CHAIR,FASCINATE-LEAF,TREE-CHARM,FASCINATE-CHARM,Level 3"
"Find the SYNONYMS: (PIG KING FASHION) | (STYLE QUEEN ANIMAL),FASHION-STYLE,KING-QUEEN,PIG-ANIMAL,FASHION-QUEEN,KING-STYLE,FASHION-STYLE,Level 2"
"Find the SYNONYMS: (FORK CUP FAST) | (QUICK KNIFE PLATE),FAST-QUICK,CUP-PLATE,FORK-KNIFE,FAST-PLATE,CUP-QUICK,FAST-QUICK,Level 1"
"Find the SYNONYMS: (SHIRT RADIO FAT) | (PLUMP SOUND CLOTHES),FAT-PLUMP,RADIO-SOUND,SHIRT-CLOTHES,FAT-SOUND,RADIO-PLUMP,FAT-PLUMP,Level 1"
"Find the SYNONYMS: (SOFA HAT FATAL) | (DEADLY CHAIR CAP),FATAL-DEADLY,HAT-CAP,SOFA-CHAIR,FATAL-CAP,HAT-DEADLY,FATAL-DEADLY,Level 2"
"Find the SYNONYMS: (PAPER BED FATIGUE) | (TIREDNESS PEN SLEEP),FATIGUE-TIREDNESS,BED-SLEEP,PAPER-PEN,FATIGUE-SLEEP,BED-TIREDNESS,FATIGUE-TIREDNESS,Level 3"
"Find the SYNONYMS: (PENCIL TREE FAULT) | (ERROR LEAF WRITE),FAULT-ERROR,TREE-LEAF,PENCIL-WRITE,FAULT-LEAF,TREE-ERROR,FAULT-ERROR,Level 2"
"Find the SYNONYMS: (DESK KING FAVOR) | (PREFER QUEEN CHAIR),FAVOR-PREFER,KING-QUEEN,DESK-CHAIR,FAVOR-QUEEN,KING-PREFER,FAVOR-PREFER,Level 2"
"Find the SYNONYMS: (PIG CUP FEAR) | (DREAD PLATE ANIMAL),FEAR-DREAD,CUP-PLATE,PIG-ANIMAL,FEAR-PLATE,CUP-DREAD,FEAR-DREAD,Level 2"
"Find the SYNONYMS: (FORK RADIO FEASIBLE) | (POSSIBLE KNIFE SOUND),FEASIBLE-POSSIBLE,RADIO-SOUND,FORK-KNIFE,FEASIBLE-SOUND,RADIO-POSSIBLE,FEASIBLE-POSSIBLE,Level 3"
"Find the SYNONYMS: (SHIRT HAT FEAT) | (ACHIEVEMENT CLOTHES CAP),FEAT-ACHIEVEMENT,HAT-CAP,SHIRT-CLOTHES,FEAT-CAP,HAT-ACHIEVEMENT,FEAT-ACHIEVEMENT,Level 2"
"Find the SYNONYMS: (SOFA BED FEEBLE) | (WEAK CHAIR SLEEP),FEEBLE-WEAK,BED-SLEEP,SOFA-CHAIR,FEEBLE-SLEEP,BED-WEAK,FEEBLE-WEAK,Level 2"
"Find the SYNONYMS: (PAPER TREE FEEL) | (TOUCH PEN LEAF),FEEL-TOUCH,TREE-LEAF,PAPER-PEN,FEEL-LEAF,TREE-TOUCH,FEEL-TOUCH,Level 1"
"Find the SYNONYMS: (PENCIL KING FEROCIOUS) | (FIERCE WRITE QUEEN),FEROCIOUS-FIERCE,KING-QUEEN,PENCIL-WRITE,FEROCIOUS-QUEEN,KING-FIERCE,FEROCIOUS-FIERCE,Level 2"
"Find the SYNONYMS: (DESK CUP FERTILE) | (FRUITFUL PLATE CHAIR),FERTILE-FRUITFUL,CUP-PLATE,DESK-CHAIR,FERTILE-PLATE,CUP-FRUITFUL,FERTILE-FRUITFUL,Level 2"
"Find the SYNONYMS: (PIG RADIO FESTIVAL) | (CELEBRATION ANIMAL SOUND),FESTIVAL-CELEBRATION,RADIO-SOUND,PIG-ANIMAL,FESTIVAL-SOUND,RADIO-CELEBRATION,FESTIVAL-CELEBRATION,Level 2"
"Find the SYNONYMS: (FORK HAT FETCH) | (BRING KNIFE CAP),FETCH-BRING,HAT-CAP,FORK-KNIFE,FETCH-CAP,HAT-BRING,FETCH-BRING,Level 1"
"Find the SYNONYMS: (SHIRT BED FEUD) | (DISPUTE CLOTHES SLEEP),FEUD-DISPUTE,BED-SLEEP,SHIRT-CLOTHES,FEUD-SLEEP,BED-DISPUTE,FEUD-DISPUTE,Level 3"
"Find the SYNONYMS: (SOFA TREE FICTION) | (FANTASY CHAIR LEAF),FICTION-FANTASY,TREE-LEAF,SOFA-CHAIR,FICTION-LEAF,TREE-FANTASY,FICTION-FANTASY,Level 2"
"Find the SYNONYMS: (PAPER KING FIERCE) | (SAVAGE PEN QUEEN),FIERCE-SAVAGE,KING-QUEEN,PAPER-PEN,FIERCE-QUEEN,KING-SAVAGE,FIERCE-SAVAGE,Level 2"
"Find the SYNONYMS: (PENCIL CUP FIGHT) | (BATTLE PLATE WRITE),FIGHT-BATTLE,CUP-PLATE,PENCIL-WRITE,FIGHT-PLATE,CUP-BATTLE,FIGHT-BATTLE,Level 1"
"Find the SYNONYMS: (DESK RADIO FILL) | (LOAD SOUND CHAIR),FILL-LOAD,RADIO-SOUND,DESK-CHAIR,FILL-SOUND,RADIO-LOAD,FILL-LOAD,Level 1"
"Find the SYNONYMS: (PIG HAT FILTHY) | (DIRTY CAP ANIMAL),FILTHY-DIRTY,HAT-CAP,PIG-ANIMAL,FILTHY-CAP,HAT-DIRTY,FILTHY-DIRTY,Level 1"
"Find the SYNONYMS: (FORK BED FINAL) | (LAST SLEEP KNIFE),FINAL-LAST,BED-SLEEP,FORK-KNIFE,FINAL-SLEEP,BED-LAST,FINAL-LAST,Level 1"
"Find the SYNONYMS: (SHIRT TREE FIND) | (DISCOVER LEAF CLOTHES),FIND-DISCOVER,TREE-LEAF,SHIRT-CLOTHES,FIND-LEAF,TREE-DISCOVER,FIND-DISCOVER,Level 1"
